dram_throughput_pct_of_peak,l1tex_global_load_sectors_per_request,warps_active_pct_of_peak,occupancy_limiter,stall_1,stall_2,stall_3
14.554548,5.666287,47.540768,registers+warps (16 blocks/SM),long_scoreboard=11.023,wait=1.912,short_scoreboard=1.211
